Mean,Std,Frequency,Label
-0.3315724260387716,1.9803849473062016,6.535890016325991,1.0
0.11035398196414667,1.1948219505437465,5.497790757001015,0.0
-0.057915694447228834,1.8003707108569669,6.750506372010444,1.0
0.07390886877182154,0.7784806397181823,5.301623750285697,0.0
-0.13027810742326462,1.7426347336302825,7.948943646329353,1.0
0.08120592369216574,0.9109162810181761,4.983859694475265,0.0
-0.311207791124429,0.7449724809461078,5.797221195874599,0.0
-0.13207100577103115,1.6536273559199566,6.981709980061577,1.0
0.20050864568791205,0.43068247352156586,5.389674501952666,0.0
0.06825991537673677,0.5678279007319201,4.045321956246354,0.0
0.10503315109417051,1.1388889504631967,5.12898799061059,0.0
-0.23473780483561638,1.502790372462135,6.364818976837457,1.0
-0.3213469270624483,1.0320202714979425,4.652699815418428,0.0
0.14331799659678393,0.6112386785515669,6.082528033903301,0.0
0.20361912040932348,1.6950686292659876,7.402787351403087,1.0
-0.17435712973527862,1.5361527952313532,6.588572049240784,1.0
-0.029342194704262484,1.7754426388939448,6.2780372264631215,1.0
0.016757311191897252,1.5071508088416885,6.0857970595790185,1.0
-0.3056839248216514,1.4925506900817456,6.782105135188182,1.0
0.1235911222491478,0.5334564066249823,4.156327826444645,0.0
-0.1188282866885901,1.4543562239531818,6.820520807410293,1.0
0.08609362340943942,0.8326681572621393,3.935632952792594,0.0
-0.017974679958856033,0.8631153615431081,4.692838427951853,0.0
0.018121999490390003,0.5762238402375353,5.209804986012059,0.0
0.041425017582852976,0.5856036837146265,5.003589233453971,0.0
0.19907328568784693,0.6077573575657528,5.438227822751468,0.0
-0.05633663930993392,0.9310740698355344,4.774420570795501,0.0
0.20162426243427747,0.6824154116585255,4.925029640460445,0.0
-0.0656320600340074,0.9203957772106345,5.436157690014225,0.0
0.0003254629192477121,0.7556909746195334,4.385778084367119,0.0
0.19023248784667185,1.5743890150219784,6.823367932280921,1.0
0.09256601160931341,0.5561387848229946,5.27587039995546,0.0
-0.09322216191671337,0.5574858008399872,5.295211030625731,0.0
0.02218977740706321,1.4542423735700363,6.767616388044136,1.0
0.07703359867507328,0.9892335442420076,5.34636137755843,0.0
0.2593182553692964,1.1613489368863026,6.961089281931764,1.0
0.23498470973530602,1.2772618632467727,7.061121502273533,1.0
0.05763697140279485,1.575837344475871,6.962827335120738,1.0
0.17786759608992753,1.3363595722565098,8.0299225008687,1.0
-0.05156528338193141,1.3549591564685508,5.97526275716516,1.0
0.5063327258154883,0.9997620739500482,3.75609567173246,0.0
-0.0851906371307485,0.8978439817553944,6.2425949583394456,0.0
-0.034131913101443104,1.0936903097722743,4.48798570455681,0.0
0.13380321864447514,1.4466255587890515,7.343619225197644,1.0
-0.0025459223887671313,0.47789581505066103,4.360484631890107,0.0
-0.3881271397462274,0.660223986271943,5.927751657397131,0.0
-0.1029848260126688,0.6132025799143601,4.372538665998854,0.0
0.18673863361822715,1.290314170881401,6.939706405763265,1.0
-0.13786776591689678,0.7056099742924481,4.886261870023296,0.0
0.09234102539999914,1.5524392794561495,6.313960406365193,1.0
-0.20295029030580114,0.9316688489153657,5.286195155587838,0.0
-0.1393731661890232,0.7031544975921548,5.115722961262787,0.0
0.3342155227983439,1.850018804821224,7.095944772510824,1.0
0.019135447308347018,0.9142857188415938,5.420367241064775,0.0
-0.17641084803592869,1.7434587337405503,7.673285831305148,1.0
0.10557024835846283,1.0221865488308826,5.726308372743089,0.0
0.07771859633654757,1.506259398693486,7.197799417381471,1.0
0.06084938401021309,1.689875785578329,7.520028945396694,1.0
0.059832159760249276,1.7852809742192592,7.039957631870019,1.0
0.13235470355265608,1.3817541822708825,6.305109928403666,1.0
0.013996284308024104,1.6392517537592246,7.204067956389178,1.0
-0.12628761155280846,1.7285204188934387,6.66633330939176,1.0
0.05004545966013138,1.5723960831186317,7.166615267495011,1.0
-0.10263880684955924,0.8012229145748416,4.8364913411951145,0.0
-0.006366933282888127,0.8955450370240663,4.225519737473262,0.0
0.12500562607994878,0.7571089037304247,4.597516759573719,0.0
0.178287557353374,0.7080918703138405,4.68362248505748,0.0
-0.18415502501576586,0.7412845265592095,5.814583182450472,0.0
0.4880176110644159,1.6638096233195434,7.11807120493955,1.0
-0.15585158913835778,1.695147505351831,7.272291200396814,1.0
0.010766397384129815,1.7280159030481614,6.806185083668376,1.0
-0.02603152230907201,0.8966481698173103,5.260639952506907,0.0
0.4189742483169946,0.9184019521365179,5.126284422998312,0.0
-0.3105275724272225,1.8488965327914249,7.303644507550846,1.0
-0.3290535173628708,1.8729144473274832,7.3821066016694274,1.0
-0.10528013228435196,1.5530052320500225,6.681256282587494,1.0
0.1420636305450821,1.1645881938770182,8.049703760251255,1.0
-0.1256937719393694,1.723635999201076,6.510349884858682,1.0
-0.05028155432287724,1.5271350605826481,6.745453097344216,1.0
-0.12146001349597695,0.6769179860285632,6.024906047892963,0.0
0.2660501960295677,1.7827766359933148,6.921761311938421,1.0
-0.007834617073630291,0.8026862007477975,5.197909890547962,0.0
0.11548402081820396,1.05114690215812,4.547692812503117,0.0
-0.07510810660887168,1.7176131114455808,7.083318947655919,1.0
-0.02932470944661154,0.6741158561294038,5.141875511830751,0.0
0.1423690925829218,0.898390917977544,4.414172826341219,0.0
-0.07954435577638361,0.9576319071200365,4.6000297466490325,0.0
0.13677593951894151,0.5926789352416385,5.384419837984448,0.0
-0.2131594045638683,1.5108350532244248,6.858424057560062,1.0
0.03226688552788923,0.6830415308860466,4.610073526889181,0.0
-0.10335207144801356,1.598805479338141,5.967348612479695,1.0
-0.2380185012511708,1.0384640626514017,7.062774293325574,1.0
-0.004785803250974367,0.8343420622434372,5.388013956921737,0.0
-0.12165453321218465,0.742398157865881,5.943843828670095,0.0
-0.12659185125868022,0.6401388918493895,4.571613953086604,0.0
0.19830773176951788,0.6523340500161711,6.021038020071872,0.0
-0.04996312696890751,1.4721405249342834,7.344102653226441,1.0
-0.06683380808942328,1.1478660450351486,3.6984314560863507,0.0
-0.2766293110194386,0.5440742164081696,5.341034745031315,0.0
0.35048950122047184,1.4578639490679342,7.594613230627893,1.0
-0.09945986669387949,1.0062830708753603,5.248436795253799,0.0
-0.26169243557700916,0.6196185011686265,5.252794620917937,0.0
-0.14801235260428403,1.6807258279076231,7.5664023485874035,1.0
-0.2215362562748075,0.9134142868287312,5.369826575862335,0.0
-0.19072411461856206,1.8787962903565392,6.833269653409114,1.0
0.020627705290954167,0.8028712600278798,5.551938671658129,0.0
